MP_ID,MP_formula,MP_species,MP_NE,AFLOW_ID,AFLOW_formula,AFLOW_species,AFLOW_NE
mp-20351,InP,"['In', 'P']",2,aflow:1e28681f94443780,In1P1,"['In', 'P']",2
mp-20012,InSb,"['In', 'Sb']",2,aflow:7c15d020cb54055d,In1Sb1,"['In', 'Sb']",2
mp-16238,Li2AgSb,"['Ag', 'Li', 'Sb']",3,aflow:f617cfebecd6bba0,Ag1Li2Sb1,"['Ag', 'Li', 'Sb']",3
mp-30591,Li2CuSn,"['Cu', 'Li', 'Sn']",3,aflow:b6c0281c81dd8ed1,Cu1Li2Sn1,"['Cu', 'Li', 'Sn']",3
mp-31441,Li2GaIr,"['Ga', 'Ir', 'Li']",3,aflow:3be04981f5c152ed,Ga1Ir1Li2,"['Ga', 'Ir', 'Li']",3
mp-3201,Li2GaPd,"['Ga', 'Li', 'Pd']",3,aflow:2713c0e874f1f573,Ga1Li2Pd1,"['Ga', 'Li', 'Pd']",3
mp-3726,Li2GaPt,"['Ga', 'Li', 'Pt']",3,aflow:d19f535bb9f1b963,Ga1Li2Pt1,"['Ga', 'Li', 'Pt']",3
mp-30392,Li2InAu,"['Au', 'In', 'Li']",3,aflow:0d38a416d5089125,Au1In1Li2,"['Au', 'In', 'Li']",3
mp-21029,Li2InPd,"['In', 'Li', 'Pd']",3,aflow:73993106a51bb58f,In1Li2Pd1,"['In', 'Li', 'Pd']",3
mp-21026,Li2InPt,"['In', 'Li', 'Pt']",3,aflow:ed11f007d47ca411,In1Li2Pt1,"['In', 'Li', 'Pt']",3
mp-5920,LiAlGe,"['Al', 'Ge', 'Li']",3,aflow:a16cd7474b3ebbab,Al1Ge1Li1,"['Al', 'Ge', 'Li']",3
mp-1018135,LiCdAs,"['As', 'Cd', 'Li']",3,aflow:4da02ddaa8033149,As1Cd1Li1,"['As', 'Cd', 'Li']",3
mp-1018135,LiCdAs,"['As', 'Cd', 'Li']",3,aflow:f818510c8952b114,As1Cd1Li1,"['As', 'Cd', 'Li']",3
mp-16343,LiInGe,"['Ge', 'In', 'Li']",3,aflow:9c11c047c72df5c3,Ge1In1Li1,"['Ge', 'In', 'Li']",3
mp-12558,LiMgAs,"['As', 'Li', 'Mg']",3,aflow:4031522cfc844fe8,As1Li1Mg1,"['As', 'Li', 'Mg']",3
mp-570213,LiMgBi,"['Bi', 'Li', 'Mg']",3,aflow:5a8e615d2ad336d3,Bi1Li1Mg1,"['Bi', 'Li', 'Mg']",3
mp-36111,LiMgP,"['Li', 'Mg', 'P']",3,aflow:96211fe3f6ead857,Li1Mg1P1,"['Li', 'Mg', 'P']",3
mp-9124,LiZnAs,"['As', 'Li', 'Zn']",3,aflow:3813d81d018f7ced,As1Li1Zn1,"['As', 'Li', 'Zn']",3
mp-7575,LiZnN,"['Li', 'N', 'Zn']",3,aflow:6b05d551697846cb,Li1N1Zn1,"['Li', 'N', 'Zn']",3
mp-10182,LiZnP,"['Li', 'P', 'Zn']",3,aflow:be98529facd710aa,Li1P1Zn1,"['Li', 'P', 'Zn']",3
mp-30457,LuNiBi,"['Bi', 'Lu', 'Ni']",3,aflow:6c673e29967a0a34,Bi1Lu1Ni1,"['Bi', 'Lu', 'Ni']",3
mp-20185,LuNiSb,"['Lu', 'Ni', 'Sb']",3,aflow:35bb8c6d60e01291,Lu1Ni1Sb1,"['Lu', 'Ni', 'Sb']",3
mp-10194,LuSbPt,"['Lu', 'Pt', 'Sb']",3,aflow:deaeb93166bef077,Lu1Pt1Sb1,"['Lu', 'Pt', 'Sb']",3
mp-1008903,MgAgSb,"['Ag', 'Mg', 'Sb']",3,aflow:d63cc0a05a52c00f,Ag1Mg1Sb1,"['Ag', 'Mg', 'Sb']",3
mp-29733,MgNiBi,"['Bi', 'Mg', 'Ni']",3,aflow:4973240dc8132d88,Bi1Mg1Ni1,"['Bi', 'Mg', 'Ni']",3
mp-15778,MgNiSb,"['Mg', 'Ni', 'Sb']",3,aflow:db7fb2c0e9137069,Mg1Ni1Sb1,"['Mg', 'Ni', 'Sb']",3
mp-13033,MgTe,"['Mg', 'Te']",2,aflow:2b705b860e8d18c0,Mg1Te1,"['Mg', 'Te']",2
mp-13033,MgTe,"['Mg', 'Te']",2,aflow:634010f2eadb562d,Mg1Te1,"['Mg', 'Te']",2
mp-1009222,MnTe,"['Mn', 'Te']",2,aflow:70733edbcdfdc0c8,Mn1Te1,"['Mn', 'Te']",2
mp-1009222,MnTe,"['Mn', 'Te']",2,aflow:7834440c21af8537,Mn1Te1,"['Mn', 'Te']",2
mp-20389,Na2CdPb,"['Cd', 'Na', 'Pb']",3,aflow:a5e69f3c807b1d34,Cd1Na2Pb1,"['Cd', 'Na', 'Pb']",3
mp-9437,NbFeSb,"['Fe', 'Nb', 'Sb']",3,aflow:d8672314fbd6b47d,Fe1Nb1Sb1,"['Fe', 'Nb', 'Sb']",3
mp-13240,ScInCu4,"['Cu', 'In', 'Sc']",3,aflow:2220aea41c938104,Cu4In1Sc1,"['Cu', 'In', 'Sc']",3
mp-11808,ScNi4Sn,"['Ni', 'Sc', 'Sn']",3,aflow:84f1786fb6e41773,Ni4Sc1Sn1,"['Ni', 'Sc', 'Sn']",3
mp-30459,ScNiBi,"['Bi', 'Ni', 'Sc']",3,aflow:bd5d9a64ba7b45c7,Bi1Ni1Sc1,"['Bi', 'Ni', 'Sc']",3
mp-3432,ScNiSb,"['Ni', 'Sb', 'Sc']",3,aflow:e19454d38fe36448,Ni1Sb1Sc1,"['Ni', 'Sb', 'Sc']",3
mp-7173,ScSbPt,"['Pt', 'Sb', 'Sc']",3,aflow:cee03421b2f2db1e,Pt1Sb1Sc1,"['Pt', 'Sb', 'Sc']",3
mp-2894,ScSnAu,"['Au', 'Sc', 'Sn']",3,aflow:c4152f4391b750bb,Au1Sc1Sn1,"['Au', 'Sc', 'Sn']",3
mp-31454,TaSbRu,"['Ru', 'Sb', 'Ta']",3,aflow:8b23a3f04d72a293,Ru1Sb1Ta1,"['Ru', 'Sb', 'Ta']",3
mp-22229,TbInCu4,"['Cu', 'In', 'Tb']",3,aflow:06e0f2d2ba697393,Cu4In1Tb1,"['Cu', 'In', 'Tb']",3
mp-3716,TbNiSb,"['Ni', 'Sb', 'Tb']",3,aflow:14a7482f5c050e0e,Ni1Sb1Tb1,"['Ni', 'Sb', 'Tb']",3
mp-22786,ThNiSn,"['Ni', 'Sn', 'Th']",3,aflow:a97b18881d1a1d91,Ni1Sn1Th1,"['Ni', 'Sn', 'Th']",3
mp-10623,ThSbRh,"['Rh', 'Sb', 'Th']",3,aflow:453454a74b86077a,Rh1Sb1Th1,"['Rh', 'Sb', 'Th']",3
mp-19886,ThSnPt,"['Pt', 'Sn', 'Th']",3,aflow:8ca8aeed542f92be,Pt1Sn1Th1,"['Pt', 'Sn', 'Th']",3
mp-5967,TiCoSb,"['Co', 'Sb', 'Ti']",3,aflow:866186c508a57c65,Co1Sb1Ti1,"['Co', 'Sb', 'Ti']",3
mp-1008680,TiGePt,"['Ge', 'Pt', 'Ti']",3,aflow:c58a246f03486cd2,Ge1Pt1Ti1,"['Ge', 'Pt', 'Ti']",3
mp-20952,TiNiSb,"['Ni', 'Sb', 'Ti']",3,aflow:2c598227e453c68b,Ni1Sb1Ti1,"['Ni', 'Sb', 'Ti']",3
mp-924130,TiNiSn,"['Ni', 'Sn', 'Ti']",3,aflow:7bed936e9d5a44ca,Ni1Sn1Ti1,"['Ni', 'Sn', 'Ti']",3
mp-30847,TiSnPt,"['Pt', 'Sn', 'Ti']",3,aflow:603931e40d73250b,Pt1Sn1Ti1,"['Pt', 'Sn', 'Ti']",3
mp-30460,YNiBi,"['Bi', 'Ni', 'Y']",3,aflow:c40f2f44e48bdeb9,Bi1Ni1Y1,"['Bi', 'Ni', 'Y']",3
mp-11520,YNiSb,"['Ni', 'Sb', 'Y']",3,aflow:35e6777f90fd2bc6,Ni1Sb1Y1,"['Ni', 'Sb', 'Y']",3
mp-568931,YbNiSb,"['Ni', 'Sb', 'Yb']",3,aflow:fd22297be346932c,Ni1Sb1Yb1,"['Ni', 'Sb', 'Yb']",3
mp-570014,YbSbPt,"['Pt', 'Sb', 'Yb']",3,aflow:c5d6762a8aad6f28,Pt1Sb1Yb1,"['Pt', 'Sb', 'Yb']",3
mp-11621,ZnNiSb,"['Ni', 'Sb', 'Zn']",3,aflow:2b293d05bec63025,Ni1Sb1Zn1,"['Ni', 'Sb', 'Zn']",3
mp-31451,ZrCoBi,"['Bi', 'Co', 'Zr']",3,aflow:bef60f5771d9c8ec,Bi1Co1Zr1,"['Bi', 'Co', 'Zr']",3
mp-31457,ZrSbRu,"['Ru', 'Sb', 'Zr']",3,aflow:170073a359588a61,Ru1Sb1Zr1,"['Ru', 'Sb', 'Zr']",3
mp-2172,AlAs,"['Al', 'As']",2,aflow:d1acbf7cd6bbd917,Al1As1,"['Al', 'As']",2
mp-1550,AlP,"['Al', 'P']",2,aflow:bfe6fc7189a9a3a8,Al1P1,"['Al', 'P']",2
mp-2624,AlSb,"['Al', 'Sb']",2,aflow:8efc0f655f5d4309,Al1Sb1,"['Al', 'Sb']",2
mp-1479,BP,"['B', 'P']",2,aflow:598a7a7328a47d85,B1P1,"['B', 'P']",2
mp-1220,Be5Au,"['Au', 'Be']",2,aflow:85891227116e3254,Au1Be5,"['Au', 'Be']",2
mp-650,Be5Pd,"['Be', 'Pd']",2,aflow:a39b28d260fb0f68,Be5Pd1,"['Be', 'Pd']",2
mp-406,CdTe,"['Cd', 'Te']",2,aflow:44db01b35234cb00,Cd1Te1,"['Cd', 'Te']",2
mp-406,CdTe,"['Cd', 'Te']",2,aflow:db3c099649cd0199,Cd1Te1,"['Cd', 'Te']",2
mp-2534,GaAs,"['As', 'Ga']",2,aflow:92aa3a9a55104303,As1Ga1,"['As', 'Ga']",2
mp-2534,GaAs,"['As', 'Ga']",2,aflow:a9c6b29d70d7cbec,As1Ga1,"['As', 'Ga']",2
mp-2490,GaP,"['Ga', 'P']",2,aflow:535d8da7d1cb1fff,Ga1P1,"['Ga', 'P']",2
mp-2490,GaP,"['Ga', 'P']",2,aflow:f89e741dc545ab62,Ga1P1,"['Ga', 'P']",2
mp-1156,GaSb,"['Ga', 'Sb']",2,aflow:c35317ab558919f6,Ga1Sb1,"['Ga', 'Sb']",2
mp-11869,HfSnPd,"['Hf', 'Pd', 'Sn']",3,aflow:8f947e547738d0a3,Hf1Pd1Sn1,"['Hf', 'Pd', 'Sn']",3
mp-20305,InAs,"['As', 'In']",2,aflow:661d95aacf6d8058,As1In1,"['As', 'In']",2
mp-20305,InAs,"['As', 'In']",2,aflow:7ed8005c5c451034,As1In1,"['As', 'In']",2
mp-30816,Li2AlPd,"['Al', 'Li', 'Pd']",3,aflow:13b198fe0b831c08,Al1Li2Pd1,"['Al', 'Li', 'Pd']",3
mp-30818,Li2AlPt,"['Al', 'Li', 'Pt']",3,aflow:0f16af7b6fa2fe5c,Al1Li2Pt1,"['Al', 'Li', 'Pt']",3
mp-30404,Li2SbAu,"['Au', 'Li', 'Sb']",3,aflow:d02fa8ced352ee4a,Au1Li2Sb1,"['Au', 'Li', 'Sb']",3
mp-10180,Li2SbPd,"['Li', 'Pd', 'Sb']",3,aflow:065bc33863b0165a,Li2Pd1Sb1,"['Li', 'Pd', 'Sb']",3
mp-30405,Li2SnAu,"['Au', 'Li', 'Sn']",3,aflow:dfeec91885f9fa30,Au1Li2Sn1,"['Au', 'Li', 'Sn']",3
mp-3161,LiAlSi,"['Al', 'Li', 'Si']",3,aflow:c854f04be2146c1c,Al1Li1Si1,"['Al', 'Li', 'Si']",3
mp-3676,MgCu4Sn,"['Cu', 'Mg', 'Sn']",3,aflow:e4ba4b074fab170b,Cu4Mg1Sn1,"['Cu', 'Mg', 'Sn']",3
mp-3522,MgCuSb,"['Cu', 'Mg', 'Sb']",3,aflow:1e5384907ec9de3d,Cu1Mg1Sb1,"['Cu', 'Mg', 'Sb']",3
mp-11361,MgCuSn,"['Cu', 'Mg', 'Sn']",3,aflow:7b8e0c206da5c1bf,Cu1Mg1Sn1,"['Cu', 'Mg', 'Sn']",3
mp-11361,MgCuSn,"['Cu', 'Mg', 'Sn']",3,aflow:7fcb937706d474f8,Cu1Mg1Sn1,"['Cu', 'Mg', 'Sn']",3
mp-10183,MgSbPd,"['Mg', 'Pd', 'Sb']",3,aflow:98f3a203422d16b0,Mg1Pd1Sb1,"['Mg', 'Pd', 'Sb']",3
mp-10184,MgSbPt,"['Mg', 'Pt', 'Sb']",3,aflow:691b027393bb9c65,Mg1Pt1Sb1,"['Mg', 'Pt', 'Sb']",3
mp-5549,MgSnAu,"['Au', 'Mg', 'Sn']",3,aflow:aa9a46b99e02dab5,Au1Mg1Sn1,"['Au', 'Mg', 'Sn']",3
mp-505297,NbSbRu,"['Nb', 'Ru', 'Sb']",3,aflow:20a490e930b787a6,Nb1Ru1Sb1,"['Nb', 'Ru', 'Sb']",3
mp-569779,ScSbPd,"['Pd', 'Sb', 'Sc']",3,aflow:3761d1952c1bd9bb,Pd1Sb1Sc1,"['Pd', 'Sb', 'Sc']",3
mp-567636,VFeSb,"['Fe', 'Sb', 'V']",3,aflow:742f62c662140f06,Fe1Sb1V1,"['Fe', 'Sb', 'V']",3
mp-4964,YSbPt,"['Pt', 'Sb', 'Y']",3,aflow:fd497baf16774851,Pt1Sb1Y1,"['Pt', 'Sb', 'Y']",3
mp-1190,ZnSe,"['Se', 'Zn']",2,aflow:4792db85eaa107bf,Se1Zn1,"['Se', 'Zn']",2
mp-2176,ZnTe,"['Te', 'Zn']",2,aflow:1f1ce1240bb82fe8,Te1Zn1,"['Te', 'Zn']",2
mp-27294,Ca3AsBr3,"['As', 'Br', 'Ca']",3,aflow:490b50d631861556,As1Br3Ca3,"['As', 'Br', 'Ca']",3
mp-28069,Ca3AsCl3,"['As', 'Ca', 'Cl']",3,aflow:d4d71d73b26b7913,As1Ca3Cl3,"['As', 'Ca', 'Cl']",3
mp-11822,Ca3GeN,"['Ca', 'Ge', 'N']",3,aflow:67a702b1c6a16129,Ca3Ge1N1,"['Ca', 'Ge', 'N']",3
mp-29342,Ca3PCl3,"['Ca', 'Cl', 'P']",3,aflow:95667da7a1a06f6e,Ca3Cl3P1,"['Ca', 'Cl', 'P']",3
mp-11824,Ca3PN,"['Ca', 'N', 'P']",3,aflow:5f89de0c8b54e1c4,Ca3N1P1,"['Ca', 'N', 'P']",3
mp-1013548,Ca3SbN,"['Ca', 'N', 'Sb']",3,aflow:6690ab96d0318cc4,Ca3N1Sb1,"['Ca', 'N', 'Sb']",3
mp-29241,Ca3SnO,"['Ca', 'O', 'Sn']",3,aflow:947b9e40b4c130be,Ca3O1Sn1,"['Ca', 'O', 'Sn']",3
mp-865,CaB6,"['B', 'Ca']",2,aflow:5c5618217287430a,B6Ca1,"['B', 'Ca']",2
mp-2642,CdAg,"['Ag', 'Cd']",2,aflow:1a5594f050f5eeaa,Ag1Cd1,"['Ag', 'Cd']",2
mp-1017554,CdNi3N,"['Cd', 'N', 'Ni']",3,aflow:9d470850bf9d725f,Cd1N1Ni3,"['Cd', 'N', 'Ni']",3
mp-510376,CeBRh3,"['B', 'Ce', 'Rh']",3,aflow:51fd607704603e17,B1Ce1Rh3,"['B', 'Ce', 'Rh']",3
mp-954,BaB6,"['B', 'Ba']",2,aflow:60403665ed82b47b,B6Ba1,"['B', 'Ba']",2
mp-527,BaCd,"['Ba', 'Cd']",2,aflow:6d05d48201243e90,Ba1Cd1,"['Ba', 'Cd']",2
mp-23818,BaLiH3,"['Ba', 'H', 'Li']",3,aflow:abe8b2c0bb692c91,Ba1H3Li1,"['Ba', 'H', 'Li']",3
mp-23818,BaLiH3,"['Ba', 'H', 'Li']",3,aflow:eb724544dfdf1dd9,Ba1H3Li1,"['Ba', 'H', 'Li']",3
mp-3020,BaNbO3,"['Ba', 'Nb', 'O']",3,aflow:7c69780c2804384a,Ba1Nb1O3,"['Ba', 'Nb', 'O']",3
mp-8557,BaPaO3,"['Ba', 'O', 'Pa']",3,aflow:8ad40d8abfa74602,Ba1O3Pa1,"['Ba', 'O', 'Pa']",3
mp-3163,BaSnO3,"['Ba', 'O', 'Sn']",3,aflow:0ddad19f04eadab1,Ba1O3Sn1,"['Ba', 'O', 'Sn']",3
mp-29243,Ba3SnO,"['Ba', 'O', 'Sn']",3,aflow:ecb6504fa2a9c4ea,Ba3O1Sn1,"['Ba', 'O', 'Sn']",3
mp-20225,CePb3,"['Ce', 'Pb']",2,aflow:dec09c04ffe4a551,Ce1Pb3,"['Ce', 'Pb']",2
mp-1518,CeRh3,"['Ce', 'Rh']",2,aflow:e375ee6459a0b27c,Ce1Rh3,"['Ce', 'Rh']",2
mp-2334,DyCu,"['Cu', 'Dy']",2,aflow:ec3c53433d5dfc02,Cu1Dy1,"['Cu', 'Dy']",2
mp-2077,DyMg,"['Dy', 'Mg']",2,aflow:cb9594228183239e,Dy1Mg1,"['Dy', 'Mg']",2
mp-2226,DyPd,"['Dy', 'Pd']",2,aflow:ee23a2c15420370c,Dy1Pd1,"['Dy', 'Pd']",2
mp-797,DyPd3,"['Dy', 'Pd']",2,aflow:87074fb2cae564ce,Dy1Pd3,"['Dy', 'Pd']",2
mp-2465,DyPt3,"['Dy', 'Pt']",2,aflow:863b0fb7f9eb8f5d,Dy1Pt3,"['Dy', 'Pt']",2
mp-232,DyRh,"['Dy', 'Rh']",2,aflow:dc3395dafe10aed5,Dy1Rh1,"['Dy', 'Rh']",2
mp-15856,DyRh3C,"['C', 'Dy', 'Rh']",3,aflow:a3a2bffdff1499bf,C1Dy1Rh3,"['C', 'Dy', 'Rh']",3
mp-11374,DyTl,"['Dy', 'Tl']",2,aflow:38fefb0ffb8a0914,Dy1Tl1,"['Dy', 'Tl']",2
mp-2303,DyZn,"['Dy', 'Zn']",2,aflow:0f529a0f57f0ae5a,Dy1Zn1,"['Dy', 'Zn']",2
mp-2621,ErAg,"['Ag', 'Er']",2,aflow:d3311cbd31908b52,Ag1Er1,"['Ag', 'Er']",2
mp-867,ErCd,"['Cd', 'Er']",2,aflow:77ba44fb28f61796,Cd1Er1,"['Cd', 'Er']",2
mp-1955,ErCu,"['Cu', 'Er']",2,aflow:a2bd74b497aff555,Cu1Er1,"['Cu', 'Er']",2
mp-1291,ErIn3,"['Er', 'In']",2,aflow:15a8361ad7c98923,Er1In3,"['Er', 'In']",2
mp-2713,ErIr,"['Er', 'Ir']",2,aflow:b33cc3d793a8fb3e,Er1Ir1,"['Er', 'Ir']",2
mp-2228,ErMg,"['Er', 'Mg']",2,aflow:56108ea12b0c6375,Er1Mg1,"['Er', 'Mg']",2
mp-851,ErPd,"['Er', 'Pd']",2,aflow:0e26532e1f564764,Er1Pd1,"['Er', 'Pd']",2
mp-2825,ErPd3,"['Er', 'Pd']",2,aflow:a60356bc997fa4fb,Er1Pd3,"['Er', 'Pd']",2
mp-1913,ErPt3,"['Er', 'Pt']",2,aflow:a61105df9e09d3a2,Er1Pt3,"['Er', 'Pt']",2
mp-2381,ErRh,"['Er', 'Rh']",2,aflow:1f6608fc2c872b00,Er1Rh1,"['Er', 'Rh']",2
mp-2431,ErTl3,"['Er', 'Tl']",2,aflow:993875381dc84303,Er1Tl3,"['Er', 'Tl']",2
mp-614013,CsSnI3,"['Cs', 'I', 'Sn']",3,aflow:6690d2784eb23567,Cs1I3Sn1,"['Cs', 'I', 'Sn']",3
mp-1018029,CuPd,"['Cu', 'Pd']",2,aflow:eaca4c0a310db6de,Cu1Pd1,"['Cu', 'Pd']",2
mp-2167,DyAg,"['Ag', 'Dy']",2,aflow:ad8b903eea462234,Ag1Dy1,"['Ag', 'Dy']",2
mp-3183,DyBRh3,"['B', 'Dy', 'Rh']",3,aflow:7a2ea3479b8f5eae,B1Dy1Rh3,"['B', 'Dy', 'Rh']",3
mp-2667,CsAu,"['Au', 'Cs']",2,aflow:536c2f463e4fff78,Au1Cs1,"['Au', 'Cs']",2
mp-22906,CsBr,"['Br', 'Cs']",2,aflow:8fb97d56ef98f019,Br1Cs1,"['Br', 'Cs']",2
mp-22906,CsBr,"['Br', 'Cs']",2,aflow:f999245f021a5bc3,Br1Cs1,"['Br', 'Cs']",2
mp-7104,CsCaF3,"['Ca', 'Cs', 'F']",3,aflow:46ea4bf1ce81aefa,Ca1Cs1F3,"['Ca', 'Cs', 'F']",3
mp-8399,CsCdF3,"['Cd', 'Cs', 'F']",3,aflow:7fbde1ff181ec772,Cd1Cs1F3,"['Cd', 'Cs', 'F']",3
mp-22865,CsCl,"['Cl', 'Cs']",2,aflow:2904d0595c6c9cb0,Cl1Cs1,"['Cl', 'Cs']",2
mp-22865,CsCl,"['Cl', 'Cs']",2,aflow:994aa0aa4d401c1a,Cl1Cs1,"['Cl', 'Cs']",2
mp-11375,EuHg,"['Eu', 'Hg']",2,aflow:4a6557136108a3f7,Eu1Hg1,"['Eu', 'Hg']",2
mp-11388,GaIr,"['Ga', 'Ir']",2,aflow:341c350b9d494069,Ga1Ir1,"['Ga', 'Ir']",2
mp-2444,GaRh,"['Ga', 'Rh']",2,aflow:5bf4841f97a43dca,Ga1Rh1,"['Ga', 'Rh']",2
mp-22266,GdB6,"['B', 'Gd']",2,aflow:5790962d15c6d5ff,B6Gd1,"['B', 'Gd']",2
mp-1031,GdCd,"['Cd', 'Gd']",2,aflow:6b72dc0d3309fa68,Cd1Gd1,"['Cd', 'Gd']",2
mp-2636,GdMg,"['Gd', 'Mg']",2,aflow:27ed5fb0514efc6d,Gd1Mg1,"['Gd', 'Mg']",2
mp-1017578,HfBRh3,"['B', 'Hf', 'Rh']",3,aflow:4dcc43262f37534a,B1Hf1Rh3,"['B', 'Hf', 'Rh']",3
mp-2778,HoAg,"['Ag', 'Ho']",2,aflow:2236cb624d741ca7,Ag1Ho1,"['Ag', 'Ho']",2
mp-3710,HoBRh3,"['B', 'Ho', 'Rh']",3,aflow:237844b68936f516,B1Ho1Rh3,"['B', 'Ho', 'Rh']",3
mp-1971,HoCu,"['Cu', 'Ho']",2,aflow:cae69c96fac06bdd,Cu1Ho1,"['Cu', 'Ho']",2
mp-21431,HoIn3,"['Ho', 'In']",2,aflow:a69b8bddddf76762,Ho1In3,"['Ho', 'In']",2
mp-11476,HoIr,"['Ho', 'Ir']",2,aflow:3ca3b19dbc5f1d8c,Ho1Ir1,"['Ho', 'Ir']",2
mp-1199,HoMg,"['Ho', 'Mg']",2,aflow:726d2384643098a1,Ho1Mg1,"['Ho', 'Mg']",2
mp-1979,HoPd3,"['Ho', 'Pd']",2,aflow:87aae3236e2dc972,Ho1Pd3,"['Ho', 'Pd']",2
mp-195,HoPt3,"['Ho', 'Pt']",2,aflow:28fdd7e7a29c0a7d,Ho1Pt3,"['Ho', 'Pt']",2
mp-2163,HoRh,"['Ho', 'Rh']",2,aflow:f0b6c125df886051,Ho1Rh1,"['Ho', 'Rh']",2
mp-1540,HoTl,"['Ho', 'Tl']",2,aflow:cdda0a8539ee985a,Ho1Tl1,"['Ho', 'Tl']",2
mp-9200,K3AuO,"['Au', 'K', 'O']",3,aflow:f40823291e45087f,Au1K3O1,"['Au', 'K', 'O']",3
mp-1948,LaAg,"['Ag', 'La']",2,aflow:6f8934d40bc1c3b7,Ag1La1,"['Ag', 'La']",2
mp-1948,LaAg,"['Ag', 'La']",2,aflow:fdbdd132b64b5e94,Ag1La1,"['Ag', 'La']",2
mp-2680,LaB6,"['B', 'La']",2,aflow:f6d3e66aa99d7c98,B6La1,"['B', 'La']",2
mp-3088,LaBRh3,"['B', 'La', 'Rh']",3,aflow:27070fbb5351e884,B1La1Rh3,"['B', 'La', 'Rh']",3
mp-776,LaCd,"['Cd', 'La']",2,aflow:6a79b8d09c3fccbd,Cd1La1,"['Cd', 'La']",2
mp-20582,LaIn,"['In', 'La']",2,aflow:73bb14353152382d,In1La1,"['In', 'La']",2
mp-20729,LaIn3,"['In', 'La']",2,aflow:dc7926de3a9c5fc7,In3La1,"['In', 'La']",2
mp-21432,LaPb3,"['La', 'Pb']",2,aflow:ab4dcaad9226a98c,La1Pb3,"['La', 'Pb']",2
mp-674,LaPd3,"['La', 'Pd']",2,aflow:7c2eaa87a55401e3,La1Pd3,"['La', 'Pd']",2
mp-633,LaSn3,"['La', 'Sn']",2,aflow:758a0eb25149c67d,La1Sn3,"['La', 'Sn']",2
mp-11488,LaTl,"['La', 'Tl']",2,aflow:0d91f21f39bd0cb6,La1Tl1,"['La', 'Tl']",2
mp-2001,LaTl3,"['La', 'Tl']",2,aflow:27cd67b2290ba1b4,La1Tl3,"['La', 'Tl']",2
mp-2615,LaZn,"['La', 'Zn']",2,aflow:e2c52facf9221eb5,La1Zn1,"['La', 'Zn']",2
mp-3448,KMgF3,"['F', 'K', 'Mg']",3,aflow:28d52b05be2e0cd5,F3K1Mg1,"['F', 'K', 'Mg']",3
mp-23737,KMgH3,"['H', 'K', 'Mg']",3,aflow:33e3744c0a0f8246,H3K1Mg1,"['H', 'K', 'Mg']",3
mp-3614,KTaO3,"['K', 'O', 'Ta']",3,aflow:33ed8f510f3a34ba,K1O3Ta1,"['K', 'O', 'Ta']",3
mp-4126,KUO3,"['K', 'O', 'U']",3,aflow:ab1abd143b686f21,K1O3U1,"['K', 'O', 'U']",3
mp-5878,KZnF3,"['F', 'K', 'Zn']",3,aflow:92e76957b12d595f,F3K1Zn1,"['F', 'K', 'Zn']",3
mp-4505,La3AlN,"['Al', 'La', 'N']",3,aflow:21fa297fae2ad37f,Al1La3N1,"['Al', 'La', 'N']",3
mp-30207,La3GaBr3,"['Br', 'Ga', 'La']",3,aflow:8fb8839ff8584586,Br3Ga1La3,"['Br', 'Ga', 'La']",3
mp-20999,La3InN,"['In', 'La', 'N']",3,aflow:5a14a06a71776ca3,In1La3N1,"['In', 'La', 'N']",3
mp-10611,La3PbC,"['C', 'La', 'Pb']",3,aflow:9c6f2b7fa35dcf8c,C1La3Pb1,"['C', 'La', 'Pb']",3
mp-7159,La3TlC,"['C', 'La', 'Tl']",3,aflow:55d586841634d7d1,C1La3Tl1,"['C', 'La', 'Tl']",3
mp-28166,K3BrO,"['Br', 'K', 'O']",3,aflow:037bff19ad42b82f,Br1K3O1,"['Br', 'K', 'O']",3
mp-28171,K3IO,"['I', 'K', 'O']",3,aflow:81be40c35b3be745,I1K3O1,"['I', 'K', 'O']",3
mp-1076,KB6,"['B', 'K']",2,aflow:bd33403a60f88c3e,B6K1,"['B', 'K']",2
mp-2426,LiAg,"['Ag', 'Li']",2,aflow:4c10b43e69b72e7c,Ag1Li1,"['Ag', 'Li']",2
mp-3717,LuBRh3,"['B', 'Lu', 'Rh']",3,aflow:ddd1e2e78cdc0fa7,B1Lu1Rh3,"['B', 'Lu', 'Rh']",3
mp-977,LuIn3,"['In', 'Lu']",2,aflow:64f1672c65bc1cb5,In3Lu1,"['In', 'Lu']",2
mp-790,LuPt3,"['Lu', 'Pt']",2,aflow:9a295f92980b2118,Lu1Pt3,"['Lu', 'Pt']",2
mp-10699,LuRh3C,"['C', 'Lu', 'Rh']",3,aflow:c8bf0fc0acaf2a94,C1Lu1Rh3,"['C', 'Lu', 'Rh']",3
mp-2696,MgAg,"['Ag', 'Mg']",2,aflow:88ed2152280d6868,Ag1Mg1,"['Ag', 'Mg']",2
mp-1408,MgHg,"['Hg', 'Mg']",2,aflow:79a3ecfabd3d15de,Hg1Mg1,"['Hg', 'Mg']",2
mp-11498,MgTl,"['Mg', 'Tl']",2,aflow:f6fa0908a0c1314a,Mg1Tl1,"['Mg', 'Tl']",2
mp-28602,Na3ClO,"['Cl', 'Na', 'O']",3,aflow:d896b93f18da7085,Cl1Na3O1,"['Cl', 'Na', 'O']",3
