MP_ID,MP_formula,MP_species,MP_NE,AFLOW_ID,AFLOW_formula,AFLOW_species,AFLOW_NE
mp-971,K2O,"['K', 'O']",2,aflow:9e183a9afc990944,K2O1,"['K', 'O']",2
mp-23251,KBr,"['Br', 'K']",2,aflow:9388b0cb77be29c5,Br1K1,"['Br', 'K']",2
mp-23251,KBr,"['Br', 'K']",2,aflow:e02e6c6748e87324,Br1K1,"['Br', 'K']",2
mp-23193,KCl,"['Cl', 'K']",2,aflow:28e41ffe3fada8e0,Cl1K1,"['Cl', 'K']",2
mp-23193,KCl,"['Cl', 'K']",2,aflow:d5d8c218ad74d303,Cl1K1,"['Cl', 'K']",2
mp-463,KF,"['F', 'K']",2,aflow:53d5a5933de2bde4,F1K1,"['F', 'K']",2
mp-463,KF,"['F', 'K']",2,aflow:dee45e93103a3db1,F1K1,"['F', 'K']",2
mp-22898,KI,"['I', 'K']",2,aflow:a652b12baeddf43f,I1K1,"['I', 'K']",2
mp-22898,KI,"['I', 'K']",2,aflow:c5c59a10fed69262,I1K1,"['I', 'K']",2
mp-11512,LiAl2Ir,"['Al', 'Ir', 'Li']",3,aflow:b255d4ebb43a1bc4,Al2Ir1Li1,"['Al', 'Ir', 'Li']",3
mp-30819,LiAl2Pt,"['Al', 'Li', 'Pt']",3,aflow:1f1367160a7b806c,Al2Li1Pt1,"['Al', 'Li', 'Pt']",3
mp-30821,LiAl2Rh,"['Al', 'Li', 'Rh']",3,aflow:58bd0b5d47b44b34,Al2Li1Rh1,"['Al', 'Li', 'Rh']",3
mp-7473,LiCu2Si,"['Cu', 'Li', 'Si']",3,aflow:a534862f0707d9ed,Cu2Li1Si1,"['Cu', 'Li', 'Si']",3
mp-30765,LiPt7,"['Li', 'Pt']",2,aflow:ced3dcb9433e147f,Li1Pt7,"['Li', 'Pt']",2
mp-1367,Mg2Si,"['Mg', 'Si']",2,aflow:5b5f6e28c8f6fcae,Mg2Si1,"['Mg', 'Si']",2
mp-2343,Mg2Sn,"['Mg', 'Sn']",2,aflow:e6e5181d91589f15,Mg2Sn1,"['Mg', 'Sn']",2
mp-1265,MgO,"['Mg', 'O']",2,aflow:23344abad821b348,Mg1O1,"['Mg', 'O']",2
mp-20840,MnCo2Sn,"['Co', 'Mn', 'Sn']",3,aflow:a541ee0810cffe1a,Co2Mn1Sn1,"['Co', 'Mn', 'Sn']",3
mp-2352,Na2O,"['Na', 'O']",2,aflow:74c981a95255f67e,Na2O1,"['Na', 'O']",2
mp-22916,NaBr,"['Br', 'Na']",2,aflow:81af8c617774153e,Br1Na1,"['Br', 'Na']",2
mp-22862,NaCl,"['Cl', 'Na']",2,aflow:d0c93a9396dc599e,Cl1Na1,"['Cl', 'Na']",2
mp-682,NaF,"['F', 'Na']",2,aflow:4590fc6b74283e3d,F1Na1,"['F', 'Na']",2
mp-23268,NaI,"['I', 'Na']",2,aflow:484aa4aa291e7238,I1Na1,"['I', 'Na']",2
mp-5149,NbAlCo2,"['Al', 'Co', 'Nb']",3,aflow:e3653e7c2fdd34bf,Al1Co2Nb1,"['Al', 'Co', 'Nb']",3
mp-2083,Sn2Ir,"['Ir', 'Sn']",2,aflow:0f7397e9ad37bd23,Ir1Sn2,"['Ir', 'Sn']",2
mp-19962,Sn2Pt,"['Pt', 'Sn']",2,aflow:ca9cdc800c9391c4,Pt1Sn2,"['Pt', 'Sn']",2
mp-1883,SnTe,"['Sn', 'Te']",2,aflow:13e3d03ca28ef02a,Sn1Te1,"['Sn', 'Te']",2
mp-16497,ScAlCu2,"['Al', 'Cu', 'Sc']",3,aflow:4c8b8683b4cb36a1,Al1Cu2Sc1,"['Al', 'Cu', 'Sc']",3
mp-3791,ScCo2Sn,"['Co', 'Sc', 'Sn']",3,aflow:c935637c522664f6,Co2Sc1Sn1,"['Co', 'Sc', 'Sn']",3
mp-549,ScSb,"['Sb', 'Sc']",2,aflow:fd0d3f1dd667d640,Sb1Sc1,"['Sb', 'Sc']",2
mp-4897,ScSnPd2,"['Pd', 'Sc', 'Sn']",3,aflow:0ee5160408c4d9f2,Pd2Sc1Sn1,"['Pd', 'Sc', 'Sn']",3
mp-981,SrF2,"['F', 'Sr']",2,aflow:deb58b05551cb76b,F2Sr1,"['F', 'Sr']",2
mp-2472,SrO,"['O', 'Sr']",2,aflow:e5529db498f2af80,O1Sr1,"['O', 'Sr']",2
mp-4771,TiAlCu2,"['Al', 'Cu', 'Ti']",3,aflow:6ea3320001d10d87,Al1Cu2Ti1,"['Al', 'Cu', 'Ti']",3
mp-3340,TaAlCo2,"['Al', 'Co', 'Ta']",3,aflow:e422af1b9062df16,Al1Co2Ta1,"['Al', 'Co', 'Ta']",3
mp-1086,TaC,"['C', 'Ta']",2,aflow:d2ab410fef99ea61,C1Ta1,"['C', 'Ta']",2
mp-1086,TaC,"['C', 'Ta']",2,aflow:f7ea0322a74d7f61,C1Ta1,"['C', 'Ta']",2
mp-1086,TaC,"['C', 'Ta']",2,aflow:fa86f8c9aa68d247,C1Ta1,"['C', 'Ta']",2
mp-631,TiC,"['C', 'Ti']",2,aflow:dd9ba1426a59901e,C1Ti1,"['C', 'Ti']",2
mp-21467,TiCo2Sn,"['Co', 'Sn', 'Ti']",3,aflow:bed8c7f2b91ac5b8,Co2Sn1Ti1,"['Co', 'Sn', 'Ti']",3
mp-215,YSb,"['Sb', 'Y']",2,aflow:c4c839a3ba80c695,Sb1Y1,"['Sb', 'Y']",2
mp-5538,YSnPd2,"['Pd', 'Sn', 'Y']",3,aflow:caa88b714d13abcc,Pd2Sn1Y1,"['Pd', 'Sn', 'Y']",3
mp-10157,K,['K'],1,aflow:3942a1cdbcb67731,K1,['K'],1
mp-10157,K,['K'],1,aflow:c45fd3cfd9ab3800,K1,['K'],1
mp-8634,Mn,['Mn'],1,aflow:266a4c0484d78664,Mn1,['Mn'],1
mp-974558,Na,['Na'],1,aflow:c3ff1f234732327a,Na1,['Na'],1
mp-674158,P,['P'],1,aflow:57cecbf3dc26e974,P1,['P'],1
mp-12628,Rb,['Rb'],1,aflow:a16df87dec15ee9c,Rb1,['Rb'],1
mp-76,Sr,['Sr'],1,aflow:4f01f9799983fd51,Sr1,['Sr'],1
mp-8638,Tc,['Tc'],1,aflow:6a87de99cc84ce75,Tc1,['Tc'],1
mp-162,Yb,['Yb'],1,aflow:1cc72a1218ae7cc5,Yb1,['Yb'],1
mp-122,Ba,['Ba'],1,aflow:7b2394cca289b7b1,Ba1,['Ba'],1
mp-936,Hg4Pt,"['Hg', 'Pt']",2,aflow:1d2f797ec7f13895,Hg4Pt1,"['Hg', 'Pt']",2
mp-91,W,['W'],1,aflow:b36865785bd06095,W1,['W'],1
mp-568610,Bi,['Bi'],1,aflow:27bbd51ad4827863,Bi1,['Bi'],1
mp-1,Cs,['Cs'],1,aflow:0b0765ce5f98b0d4,Cs1,['Cs'],1
mp-1,Cs,['Cs'],1,aflow:5acbf212d1783298,Cs1,['Cs'],1
mp-70,Rb,['Rb'],1,aflow:a16df87dec15ee9c,Rb1,['Rb'],1
mp-95,Sr,['Sr'],1,aflow:4f01f9799983fd51,Sr1,['Sr'],1
mp-71,Yb,['Yb'],1,aflow:1cc72a1218ae7cc5,Yb1,['Yb'],1
