compound,auid,aurl,Pearson_symbol_orig,point_group_Schoenflies_orig,point_group_structure_orig,point_group_type_orig,spacegroup_orig,spacegroup_relax,Pearson_symbol_relax,crystal_family,nspecies,species,natoms,density,volume_atom,volume_cell,bader_net_charges,bader_atomic_volumes,spin_atom,nbondxx,Egap,energy_atom,energy_cell,enthalpy_atom,enthalpy_cell,enthalpy_formation_cell,entropic_temperature,ael_bulk_modulus_reuss,ael_bulk_modulus_voigt,ael_bulk_modulus_vrh,ael_debye_temperature,ael_elastic_anisotropy,ael_poisson_ratio,ael_pughs_modulus_ratio,ael_shear_modulus_reuss,ael_shear_modulus_voigt,ael_shear_modulus_vrh,ael_speed_sound_average,ael_speed_sound_longitudinal,ael_speed_sound_transverse,ael_stiffness_tensor,ael_youngs_modulus_vrh,agl_acoustic_debye,agl_debye,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_gruneisen,agl_vibrational_entropy_300K_atom,agl_vibrational_entropy_300K_cell,agl_vibrational_free_energy_300K_atom,agl_vibrational_free_energy_300K_cell,
La6O9,aflow:f124f62efab9778b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/La2O3_ICSD_160220,mS30,C_2h,2_x_cyclic,centrosymmetric,12,12,mS30,monoclinic,2,"['La', 'O']",15,6.1641,17.5539,263.308,"[2.0761, 2.0761, 2.0746, 2.0746, 2.0644, 2.0643, -1.3932, -1.3932, -1.3667, -1.3666, -1.3794, -1.3793, -1.3702, -1.3685, -1.413]","[19.81, 19.81, 19.7, 19.7, 19.83, 19.83, 15.46, 15.46, 15.57, 15.56, 16.84, 16.84, 16.11, 16.08, 16.73]",0,"[3.5424, 2.38553, 2.88139]",3.4389,-8.12499,-121.875,-8.12499,-121.875,,,105.435,114.893,110.164,327.238,1.39968,0.331239,0.380309,37.0436,46.7489,41.8963,2856.58,3982.37,2607.07,"[[199.45, 102.267, 82.4667, -17.0333, 0, 0], [100.3, 132.7, 60.3333, -13.65, 0, 0], [82.8667, 62.9833, 210.95, 0, 0, 0], [-17.2333, -13.3333, 0, 48.95, 0, 0], [0, 0, 0, 0, 20.7833, -5.83333], [0, 0, 0, 0, -5.6, 64.8]]",111.548,141.918,350.005,43.1252,42.1354,2.90735,0.0000382,2.03867,0.315867,4.73801,-12.1114,-181.671,
Gd4O14Zr4,aflow:f1287d45c31c185a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Zr2_ICSD_160158,cF88,O_h,2_x_symmetric,centrosymmetric,227,227,cF88,cubic,3,"['Gd', 'O', 'Zr']",22,6.88743,13.3466,293.625,"[1.86, 1.8754, 1.8754, 1.8754, -1.2574, -1.2603, -1.26, -1.2574, -1.2561, -1.2666, -1.2539, -1.2587, -1.2603, -1.2574, -1.2547, -1.263, -1.2376, -1.2376, 2.5166, 2.526, 2.526, 2.526]","[16.91, 16.74, 16.74, 16.74, 13.03, 13.06, 13.05, 13.03, 13.02, 13.11, 13, 13.04, 13.06, 13.03, 13.01, 13.08, 12.21, 12.21, 11.47, 11.37, 11.37, 11.37]",1.27275,"[3.73026, 2.29146, 3.73026, 2.62535, 2.2772, 3.73026]",0.1483,-10.3493,-227.686,-10.3493,-227.686,,,176.817,176.817,176.817,433.638,0.472767,0.328497,0.387286,65.3874,71.57,68.4787,3454.95,4816.57,3153.18,"[[308.717, 110.867, 110.867, 0, 0, 0], [110.867, 308.717, 110.867, 0, 0, 0], [110.867, 110.867, 308.717, 0, 0, 0], [0, 0, 0, 53.3333, 0, 0], [0, 0, 0, 0, 53.3333, 0], [0, 0, 0, 0, 0, 53.3333]]",181.947,155.601,436.106,60.7452,59.5984,3.66031,0.0000325,1.96407,0.26268,5.77896,6.64607,146.214,
Ir8Sn26Sr6,aflow:f15b1e54287b5f83,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir4Sn13Sr3_ICSD_641056,cP40,O_h,2_x_symmetric,centrosymmetric,223,223,cP40,cubic,3,"['Ir', 'Sn', 'Sr']",40,8.53335,25.0512,1002.05,"[-1.3674, -1.3676, -1.3675, -1.3674, -1.3674, -1.3674, -1.3674, -1.3674, -0.182, -0.182, 0.1063, 0.1822, 0.1822, 0.1055, 0.1063, 0.1822, 0.1815, 0.1063, 0.0825, 0.1055, 0.1822, 0.206, 0.1055, 0.1822, 0.206, 0.0825, 0.1821, 0.1063, 0.1055, 0.1821, 0.1815, 0.206, 0.1062, 0.0825, 1.3078, 1.3078, 1.3078, 1.3078, 1.3078, 1.3078]","[26.2, 26.21, 26.21, 26.2, 26.2, 26.2, 26.2, 26.2, 28.6, 28.6, 26, 25.48, 25.48, 26.02, 26, 25.48, 25.49, 26, 26.38, 26.02, 25.48, 25.1, 26.02, 25.48, 25.1, 26.38, 25.48, 26, 26.02, 25.48, 25.49, 25.1, 26.01, 26.38, 19.53, 19.53, 19.53, 19.53, 19.53, 19.53]",0,"[5.00341, 2.72794, 3.53794, 3.07901, 3.50085, 5.00341]",0,-4.28043,-171.217,-4.28043,-171.217,,,71.7944,71.7944,71.7944,210.772,0.454938,0.313939,0.424817,29.1723,31.8267,30.4995,2071.47,2887.85,1890.54,"[[130.15, 42.6167, 42.6167, 0, 0, 0], [42.6167, 130.15, 42.6167, 0, 0, 0], [42.6167, 42.6167, 130.15, 0, 0, 0], [0, 0, 0, 23.8667, 0, 0], [0, 0, 0, 0, 23.8667, 0], [0, 0, 0, 0, 0, 23.8667]]",80.149,64.3284,219.92,121.606,116.993,0.600019,0.0000545,2.37288,0.434971,17.3988,-50.969,-2038.76,
Dy1Ge2Rh2,aflow:f15be3468bf32a67,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Dy1Ge2Rh2_ICSD_55930,tI10,D_4h,2_x_dihedral,centrosymmetric,139,139,tI10,tetragonal,3,"['Dy', 'Ge', 'Rh']",5,9.68463,17.6088,88.0439,"[1.5627, -0.0487, -0.1406, -0.6882, -0.6851]","[17.31, 16.53, 17.01, 18.61, 18.59]",0,"[4.12617, 3.17794, 3.30788, 2.51926, 2.4525, 2.91764]",0,-5.20103,-26.0052,-5.20103,-26.0052,,,135.927,136.143,136.035,324.447,0.250416,0.294348,0.476653,63.267,66.4156,64.8413,2835.16,3952.51,2587.52,"[[206.55, 112.033, 93.1, 0, 0, 0], [112.167, 206.417, 93.1, 0, 0, 0], [91.7333, 91.7333, 218.583, 0, 0, 0], [0, 0, 0, 63.0833, 0, 0], [0, 0, 0, 0, 63.0833, 0], [0, 0, 0, 0, 0, 94.35]]",167.854,195.909,334.902,14.4739,14.1251,6.82159,0.0000365,2.23993,0.32698,1.6349,-15.8844,-79.4219,
Al4I2La4,aflow:f15c6282dc3a2ad0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2I1La2_ICSD_411690,hP10,D_6h,2_x_dihedral,centrosymmetric,194,194,hP10,hexagonal,3,"['Al', 'I', 'La']",10,5.07858,29.9947,299.947,"[-0.2454, -1.3174, -1.3174, -0.2454, -0.8201, -0.8201, 1.1914, 1.1914, 1.1914, 1.1914]","[22.15, 28.23, 28.23, 22.15, 43.44, 43.44, 28.08, 28.08, 28.08, 28.08]",0,"[2.5495, 4.57269, 3.24475, 4.40137, 3.46038, 4.24152]",0,-4.50583,-45.0583,-4.50583,-45.0583,,,46.29,48.2704,47.2802,267.481,0.229162,0.217146,0.697172,32.3593,33.5656,32.9624,2791.46,3891.59,2547.64,"[[101.517, 25.6667, 28.1, 0, 0, 0], [26.3333, 102.05, 28.0167, 0, 0, 0], [28.9167, 28.8, 65.6667, 0, 0, 0], [0, 0, 0, 33.9, 0, 0], [0, 0, 0, 0, 34.2167, 0], [0, 0, 0, 0, 0, 37.5]]",80.2402,131.357,283.012,29.713,28.7536,3.44216,0.0000541,2.02441,0.370212,3.70212,-30.2206,-302.206,
C2Ge2Ti4,aflow:f16a647cdf99d0aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Ge1Ti2_ICSD_180769,hP8,D_6h,2_x_dihedral,centrosymmetric,194,194,hP8,hexagonal,3,"['C', 'Ge', 'Ti']",8,5.36343,13.9632,111.706,"[-2.1238, -2.1238, -1.054, -1.054, 1.5889, 1.5889, 1.5889, 1.5889]","[13.92, 13.92, 22.39, 22.39, 9.775, 9.775, 9.775, 9.775]",0,"[3.14202, 3.73629, 2.16188, 3.14202, 2.76774, 2.97031]",0,-6.58288,-52.663,-6.58288,-52.663,,,153.41,153.819,153.614,570.308,0.0337761,0.243507,0.618797,94.7614,95.3511,95.0563,4612.77,6430.69,4209.87,"[[285.867, 76.0333, 91.7833, 0, 0, 0], [76.1833, 285.733, 91.7833, 0, 0, 0], [92.0833, 92.3667, 292.967, 0, 0, 0], [0, 0, 0, 86.7833, 0, 0], [0, 0, 0, 0, 87.1667, 0], [0, 0, 0, 0, 0, 101.25]]",236.406,294.5,588.904,20.3085,19.9659,15.3282,0.0000296,1.9254,0.19431,1.55448,33.4808,267.846,
Ho4Rh6Sn10,aflow:f16f165969ccb446,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ho2Rh3Sn5_ICSD_639639,oS40,C_2v,dihedral,polar,36,36,oS40,orthorhombic,3,"['Ho', 'Rh', 'Sn']",20,9.44467,21.6612,433.225,"[1.425, 1.425, 1.4698, 1.4698, -1.1548, -1.1548, -0.9692, -0.9692, -1.1346, -1.1346, 0.2613, 0.2613, 0.1456, 0.1456, -0.0208, -0.0208, -0.0323, -0.0323, 0.0102, 0.0102]","[18.38, 18.38, 17.36, 17.36, 22.81, 22.81, 21.59, 21.59, 22.18, 22.18, 23.17, 23.17, 21.87, 21.87, 23.16, 23.16, 22.49, 22.49, 23.58, 23.58]",0,"[3.87547, 2.82487, 3.17072, 4.33634, 2.64807, 3.13379]",0,-4.59771,-91.9542,-4.59771,-91.9542,,,96.2918,97.9315,97.1116,228.839,0.210762,0.334559,0.3719,35.4294,36.8022,36.1158,2142.64,2987.06,1955.49,"[[150.483, 75.4, 86.35, 0, 0, 0], [75.4333, 149.083, 61.9167, 0, 0, 0], [85.8333, 61.7667, 135.517, 0, 0, 0], [0, 0, 0, 29.6667, 0, 0], [0, 0, 0, 0, 45.2, 0], [0, 0, 0, 0, 0, 38.5]]",96.3974,87.6799,237.946,60.0334,58.2187,1.1783,0.0000446,2.29877,0.413224,8.26449,-44.0764,-881.529,
Ga3Rh3Zr3,aflow:f175d3c78f3b805f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1Rh1Zr1_ICSD_635225,hP9,D_3h,dihedral,none,189,189,hP9,hexagonal,3,"['Ga', 'Rh', 'Zr']",9,8.5263,17.1295,154.166,"[-0.0307, -0.031, -0.03, -1.5795, -1.5795, -1.297, 1.5155, 1.5166, 1.5155]","[15.72, 15.72, 15.71, 21.69, 21.69, 20.16, 14.5, 14.49, 14.5]",0,"[3.29648, 2.56714, 2.96047, 3.44562, 2.79057, 3.44562]",0,-5.79742,-52.1768,-5.79742,-52.1768,,,153.927,153.981,153.954,314.089,0.429568,0.346835,0.341166,50.3623,54.6856,52.5239,2719.51,3791.28,2481.98,"[[225.783, 120.9, 128.533, 0, 0, 0], [120.6, 225.783, 128.533, 0, 0, 0], [128.617, 128.383, 178.167, 0, 0, 0], [0, 0, 0, 67.9667, 0, 0], [0, 0, 0, 0, 67.4333, 0], [0, 0, 0, 0, 0, 54.1333]]",141.482,151.917,315.937,26.1302,25.5893,3.77552,0.0000333,2.10041,0.340978,3.0688,-20.5814,-185.232,
N2Tc2,aflow:f17cc168a310b012,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/N1Tc1_ICSD_187709,tP4,D_4h,2_x_dihedral,centrosymmetric,131,131,tP4,tetragonal,2,"['N', 'Tc']",4,7.70013,12.1749,48.6995,"[-1.2591, -1.2591, 1.259, 1.2591]","[10.35, 10.35, 14, 14]",0.833582,"[2.88119, 2.0558, 2.88119]",0,-7.4117,-29.6468,-7.4117,-29.6468,,,169.272,214.026,191.649,430.828,1.9365,0.334961,0.370885,60.8969,81.2622,71.0796,3329.02,4641,3038.25,"[[316.317, 23.7167, 187.717, 0, 0, 0], [23.7167, 316.317, 187.717, 0, 0, 0], [182.7, 182.717, 505.333, 0, 0, 0], [0, 0, 0, 63.1333, 0, 0], [0, 0, 0, 0, 63.1333, 0], [0, 0, 0, 0, 0, 32.1]]",189.777,266.473,422.899,11.5805,10.933,3.56693,0.0000601,3.21685,0.273611,1.09445,2.67917,10.7167,
Hf4O8,aflow:f199dc9d57adb100,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1O2_ICSD_173968,oP12,D_2h,2_x_dihedral,centrosymmetric,62,62,oP12,orthorhombic,2,"['Hf', 'O']",12,11.6031,10.0411,120.494,"[2.5408, 2.5408, 2.5408, 2.5408, -1.2481, -1.2481, -1.2481, -1.2481, -1.2927, -1.2927, -1.2927, -1.2927]","[9.845, 9.845, 9.845, 9.845, 9.524, 9.524, 9.524, 9.524, 10.75, 10.75, 10.75, 10.75]",0,"[3.33247, 2.14108, 2.48435]",3.385,-10.0405,-120.486,-10.0405,-120.486,-41.2248,62631.9,222.234,229.702,225.968,428.308,0.659129,0.318877,0.411993,87.6165,98.5778,93.0971,3103.66,4326.83,2832.57,"[[326.183, 155.267, 120.6, 0, 0, 0], [153.567, 456.067, 183.133, 0, 0, 0], [122.15, 185.15, 363.967, 0, 0, 0], [0, 0, 0, 78.8, 0, 0], [0, 0, 0, 0, 52.7, 0], [0, 0, 0, 0, 0, 132.833]]",245.567,207.475,475.013,32.4473,31.9118,7.82442,0.0000278,2.00358,0.242923,2.91507,14.0028,168.033,
Ho1P1,aflow:f19bc59154a5f3fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1P1_ICSD_187361,cF8,O_h,2_x_symmetric,centrosymmetric,225,225,cF8,cubic,2,"['Ho', 'P']",2,7.25296,22.4258,44.8516,"[1.5468, -1.5468]","[17.22, 27.64]",0,"[3.98808, 2.82, 3.98808]",0,-6.6079,-13.2158,-6.6079,-13.2158,-3.323,27816.4,87.6556,87.6556,87.6556,332.822,0.582421,0.221186,0.684942,56.7346,63.3433,60.039,3152.48,4394.88,2877.13,"[[207.8, 27.5833, 27.5833, 0, 0, 0], [27.5833, 207.8, 27.5833, 0, 0, 0], [27.5833, 27.5833, 207.8, 0, 0, 0], [0, 0, 0, 45.5, 0, 0], [0, 0, 0, 0, 45.5, 0], [0, 0, 0, 0, 0, 45.5]]",146.638,264.302,333,5.76711,5.65353,20.7779,0.0000371,1.79029,0.328253,0.656506,-16.3141,-32.6282,
Ag2Er1,aflow:f19f7d6d2d7a3b7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Er1_ICSD_58252,tI6,D_4h,2_x_dihedral,centrosymmetric,139,139,tI6,tetragonal,2,"['Ag', 'Er']",3,9.97162,21.2597,63.7791,"[-0.705, -0.6787, 1.3837]","[23.02, 22.86, 17.9]",0,"[3.01874, 3.05793, 3.71213]",0,-2.00708,-6.02123,-2.00708,-6.02123,,,70.4693,70.9796,70.7245,195.755,1.60907,0.327578,0.389631,23.7518,31.3611,27.5565,1821.47,2539.32,1662.37,"[[86.5167, 64.7333, 54.8667, 0, 0, 0], [64.7333, 86.5167, 54.8667, 0, 0, 0], [55.6833, 55.6833, 115.217, 0, 0, 0], [0, 0, 0, 31.6667, 0, 0], [0, 0, 0, 0, 31.6833, 0], [0, 0, 0, 0, 0, 55.8]]",73.1667,132.432,191.099,9.3018,8.83224,2.19604,0.0000746,2.31864,0.473008,1.41902,-62.8885,-188.666,
Pb1Pt3,aflow:f1a6536978f52238,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb1Pt3_ICSD_105603,cP4,O_h,2_x_symmetric,centrosymmetric,221,221,cP4,cubic,2,"['Pb', 'Pt']",4,19.0732,17.2484,68.9936,"[1.0179, -0.5084, -0.1746, -0.335]","[15.86, 18.52, 16.93, 17.68]",0,"[4.10144, 2.90016, 2.90016]",0,-3.76984,-15.0794,-3.76984,-15.0794,,,171.094,171.094,171.094,182.863,1.22187,0.391531,0.233849,35.6538,44.3667,40.0102,1586.96,2212.39,1448.35,"[[200.917, 156.183, 156.183, 0, 0, 0], [156.183, 200.917, 156.183, 0, 0, 0], [156.183, 156.183, 200.917, 0, 0, 0], [0, 0, 0, 59.0333, 0, 0], [0, 0, 0, 0, 59.0333, 0], [0, 0, 0, 0, 0, 59.0333]]",111.351,115.913,183.966,12.1889,11.7861,1.65327,0.0000414,2.71976,0.478771,1.91509,-64.6821,-258.728,
Hg2Ti6,aflow:f1b277d31df15ce0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Ti3_ICSD_104357,cP8,O_h,2_x_symmetric,centrosymmetric,223,223,cP8,cubic,2,"['Hg', 'Ti']",8,7.72501,18.5018,148.015,"[-2.2423, -2.2423, 0.7474, 0.7474, 0.7474, 0.7474, 0.7474, 0.7474]","[29.9, 29.9, 14.7, 14.7, 14.7, 14.7, 14.7, 14.7]",0,"[4.58106, 2.95706, 2.64487]",0,-3.77021,-30.1617,-3.77021,-30.1617,,,106.789,106.789,106.789,386.378,0.143528,0.212967,0.709911,74.7379,76.8833,75.8106,3432.48,4785.24,3132.68,"[[231, 44.6833, 44.6833, 0, 0, 0], [44.6833, 231, 44.6833, 0, 0, 0], [44.6833, 44.6833, 231, 0, 0, 0], [0, 0, 0, 66.0333, 0, 0], [0, 0, 0, 0, 66.0333, 0], [0, 0, 0, 0, 0, 66.0333]]",183.912,199,397.888,22.5244,22.048,9.62683,0.0000366,1.95196,0.284856,2.27885,-1.33503,-10.6802,
Ga1Pt3,aflow:f1c0d23f9135e933,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1Pt3_ICSD_103922,cP4,O_h,2_x_symmetric,centrosymmetric,221,221,cP4,cubic,2,"['Ga', 'Pt']",4,18.0612,15.0553,60.2211,"[0.9323, -0.1355, -0.4971, -0.2997]","[10.72, 15.79, 17.26, 16.45]",0,"[3.91967, 2.77163, 2.77163]",0,-3.77084,-15.0834,-3.77084,-15.0834,,,211.667,211.667,211.667,226.224,0.0000233,0.384528,0.250204,52.9598,52.96,52.9599,1876.26,2615.7,1712.38,"[[282.467, 176.267, 176.267, 0, 0, 0], [176.267, 282.467, 176.267, 0, 0, 0], [176.267, 176.267, 282.467, 0, 0, 0], [0, 0, 0, 52.8667, 0, 0], [0, 0, 0, 0, 52.8667, 0], [0, 0, 0, 0, 0, 52.8667]]",146.649,144.891,229.946,11.982,11.6656,2.89648,0.0000349,2.562,0.421363,1.68545,-46.6637,-186.655,
Pt4Sn4Sr4,aflow:f1cde2e53d12a599,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pt1Sn1Sr1_ICSD_412012,oP12,D_2h,2_x_dihedral,centrosymmetric,62,62,oP12,orthorhombic,3,"['Pt', 'Sn', 'Sr']",12,8.88178,25.0153,300.183,"[-1.4186, -1.4186, -1.4186, -1.4186, 0.1036, 0.1036, 0.1036, 0.1036, 1.315, 1.315, 1.315, 1.315]","[30.14, 30.14, 30.14, 30.14, 25.49, 25.49, 25.49, 25.49, 19.41, 19.41, 19.41, 19.41]",0,"[4.3222, 2.79871, 3.15685, 3.65929, 3.36469, 3.84997]",0,-3.8425,-46.1101,-3.8425,-46.1101,,,67.8403,68.6593,68.2498,192.536,0.457333,0.328314,0.387754,25.336,27.5922,26.4641,1891.35,2636.74,1726.15,"[[113.283, 36.0333, 60.9167, 0, 0, 0], [35.75, 102.05, 54.3, 0, 0, 0], [60.6833, 54.4833, 100.567, 0, 0, 0], [0, 0, 0, 20.7667, 0, 0], [0, 0, 0, 0, 38.8, 0], [0, 0, 0, 0, 0, 23.4333]]",70.3053,86.0477,196.94,36.8273,35.2803,1.01876,0.0000607,2.35347,0.464002,5.56803,-60.08,-720.96,
Fe2Zr4,aflow:f1d774fa5d7605af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Fe1Zr2_ICSD_102804,tI12,D_4h,2_x_dihedral,centrosymmetric,140,140,tI12,tetragonal,2,"['Fe', 'Zr']",6,6.5324,20.1909,121.145,"[-1.0943, -1.0943, 0.539, 0.5403, 0.5257, 0.5836]","[19.69, 19.69, 20.49, 20.48, 20.59, 20.21]",0.797618,"[2.53195, 2.89509, 3.09885]",0,-7.31447,-43.8868,-7.31447,-43.8868,,,91.7486,92.5333,92.141,177.569,1.66061,0.425964,0.155759,12.317,16.3867,14.3518,1624.09,2264.15,1482.24,"[[113.983, 77.0333, 78.75, 0, 0, 0], [77.0333, 113.983, 78.75, 0, 0, 0], [79.3833, 79.3833, 134.5, 0, 0, 0], [0, 0, 0, 7.55, 0, 0], [0, 0, 0, 0, 7.31667, 0], [0, 0, 0, 0, 0, 24.6333]]",40.9304,99.0578,180.031,18.0166,17.6876,1.52389,0.0000379,1.62633,0.482184,2.8931,-65.7425,-394.455,
